date,BM,IdioVol3F,Investment,Mom12m,OperProf,Size
1964-01-31,,,,,,
1964-02-28,,,,,,
1964-03-31,,,,,,
1964-04-30,,,,,,
1964-05-28,,,,,,
1964-06-30,,,,,,
1964-07-31,,,,,,
1964-08-31,,,,,,
1964-09-30,,,,,,
1964-10-30,,,,,,
1964-11-30,,,,,,
1964-12-31,,,,,,
1965-01-29,,,,,,
1965-02-26,,,,,,
1965-03-31,,,,,,
1965-04-30,,,,,,
1965-05-28,,,,,,
1965-06-30,,,,,,
1965-07-30,,,,,,
1965-08-31,,,,,,
1965-09-30,,,,,,
1965-10-29,,,,,,
1965-11-30,,,,,,
1965-12-31,,,,,,
1966-01-31,,,,,,
1966-02-28,,,,,,
1966-03-31,,,,,,
1966-04-29,,,,,,
1966-05-31,,,,,,
1966-06-30,,,,,,
1966-07-29,,,,,,
1966-08-31,,,,,,
1966-09-30,,,,,,
1966-10-31,,,,,,
1966-11-30,,,,,,
1966-12-30,,,,,,
1967-01-31,,,,,,
1967-02-28,,,,,,
1967-03-31,,,,,,
1967-04-28,,,,,,
1967-05-31,,,,,,
1967-06-30,,,,,,
1967-07-31,,,,,,
1967-08-31,,,,,,
1967-09-29,,,,,,
1967-10-31,,,,,,
1967-11-30,,,,,,
1967-12-29,,,,,,
1968-01-31,,,,,,
1968-02-29,,,,,,
1968-03-29,,,,,,
1968-04-30,,,,,,
1968-05-31,,,,,,
1968-06-28,,,,,,
1968-07-30,,,,,,
1968-08-30,,,,,,
1968-09-30,,,,,,
1968-10-31,,,,,,
1968-11-29,,,,,,
1968-12-31,0.4607760815511201,-1.004046430050804,0.517664620612634,1.0915203367551602,-0.23135436422054736,2.725937145178034
1969-01-31,0.508555037017748,-1.0844029179426575,0.5085613893086758,1.0613107878056995,-0.30836071794523706,2.677167125946707
1969-02-28,0.44620827917264627,-0.9881444558969202,0.4881324050962969,1.0161295807359951,-0.24435839414037197,2.5526857560817033
1969-03-28,0.4387681791059201,-1.0204948111547516,0.4343243038606562,1.1067475344845787,-0.2466744469528012,2.5394416347972
1969-04-30,0.393227031873707,-1.1078427311560406,0.46121787064014,1.1155847251179505,-0.1783014243305714,2.4673634213115654
