date,BM,IdioVol3F,Investment,Mom12m,OperProf,Size
1964-01-31,,,,,,
1964-02-28,,,,,,
1964-03-31,,,,,,
1964-04-30,,,,,,
1964-05-28,,,,,,
1964-06-30,,,,,,
1964-07-31,,,,,,
1964-08-31,,,,,,
1964-09-30,,,,,,
1964-10-30,,,,,,
1964-11-30,,,,,,
1964-12-31,,,,,,
1965-01-29,,,,,,
1965-02-26,,,,,,
1965-03-31,,,,,,
1965-04-30,,,,,,
1965-05-28,,,,,,
1965-06-30,,,,,,
1965-07-30,,,,,,
1965-08-31,,,,,,
1965-09-30,,,,,,
1965-10-29,,,,,,
1965-11-30,,,,,,
1965-12-31,,,,,,
1966-01-31,,,,,,
1966-02-28,,,,,,
1966-03-31,,,,,,
1966-04-29,,,,,,
1966-05-31,,,,,,
1966-06-30,,,,,,
1966-07-29,,,,,,
1966-08-31,,,,,,
1966-09-30,,,,,,
1966-10-31,,,,,,
1966-11-30,,,,,,
1966-12-30,2.0253441780947914,5.143353461390351,1.8055865126418993,4.501612740123573,2.2468461699070734,4.330045793841384
1967-01-31,2.3701161216992195,5.455329216292661,1.80488622654949,4.701893355257479,2.2118535848439693,4.794224448938476
1967-02-28,2.379652270924315,5.466288108056184,1.8228792656559618,4.726921261003258,2.2514033404355924,4.903339576666277
1967-03-31,2.383483755084617,5.447691804715555,1.7850830051483013,4.726943272321116,2.2856927859129224,4.900285574320606
1967-04-28,2.467912957244466,5.365386403073721,1.6896871530769073,4.786426789098281,2.3309189278864193,4.899045102377629
1967-05-31,2.509466406918336,5.369093191090398,1.709043129377719,4.779208489705077,2.4252609343833447,4.9019873633600906
1967-06-30,2.531520447018661,5.466251662652364,1.72162480729347,4.805465968904735,2.4253529736183355,5.257508322840291
1967-07-31,2.600146723786466,5.498037945753731,1.7288770714375312,4.825295485918918,2.502948595571041,5.313953453442246
1967-08-31,2.6306776780899623,5.500481606951084,1.69302685216432,4.810427041740527,2.4953359745583916,5.310774280390777
1967-09-29,2.6171304495553698,5.496995963327225,1.710124151041988,4.827516183867432,2.494445388256698,5.357101186595509
1967-10-31,2.7138573755082844,5.4810152485959955,1.713814365170539,4.861518307271707,2.488815380310864,5.356173900406788
